vacancies,company,post_time,job,location,month_salary,year_salary,year-end_salary,bonus,dividends,other,mood,frequency_overtime,average_day,seniority,total_seniority,work_content,advise_content
資深工程師,鴻海精密工業股份有限公司,2020.02.23,全職,新北,,,,,,,有苦說不出,常常加班,10 hr,11,0,工作項目:伺服器韌體...,公司花150萬 讓我...
工業設計師,鴻海精密工業股份有限公司,2020.02.22,全職,新北,,,,,,,平常心,很少加班,9 hr,3,0,體制官僚，同事之間相...,公司願意把機會給年輕...
工程師,鴻海精密工業股份有限公司,2020.02.20,全職,新北,,,,,,,有苦說不出,偶爾加班,12 hr,9,0,開發韌體. 制度很死...,在這裡如果一年沒的麼...
工程師,鴻海精密工業股份有限公司,2020.02.20,全職,新竹,,,,,,,平常心,偶爾加班,8 hr,1,0,第一年保14個月 第...,主要還是看部門和單位...
設計師,鴻海精密工業股份有限公司,2020.02.19,全職,新北,,,,,,,還算愉快,常常加班,9 hr,1,0,"主管決定設計方向, ...",大家應該都知道鴻海挺...
PM,鴻海精密工業股份有限公司,2020.02.16,全職,臺北,,,,,,,有苦說不出,賣肝拼經濟,10 hr,2,0,負責與Apple對接...,政治鬥爭嚴重，外派屬...
硬體工程師,鴻海精密工業股份有限公司,2020.02.14,全職,新北,,,,,,,平常心,偶爾加班,9 hr,6,0,"快速學習的能力,對協...",鴻海的分紅也是要到第...
工程師,鴻海精密工業股份有限公司,2020.02.13,全職,新竹,,,,,,,有苦說不出,常常加班,8 hr,1,0,主管交辦得事項，主管...,建議成績單要準備好，...
工程師,鴻海精密工業股份有限公司,2020.02.13,全職,新北,,,,,,,平常心,偶爾加班,9 hr,2,0,"新技術研發
公司福利...",除了晚上加班，有時假...
EPM,鴻海精密工業股份有限公司,2020.02.13,全職,臺北,,,,,,,有苦說不出,偶爾加班,10 hr,3,0,產業壓力比較大，工作...,需要耐心，年輕人發展...
工程師,鴻海精密工業股份有限公司,2020.02.12,全職,新北,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,0,"上班時間很早,但下班...",公司的主力都在對岸，...
資深工程師,鴻海精密工業股份有限公司,2020.02.12,全職,新竹,,,,,,,有苦說不出,常常加班,13 hr,7,0,案子接不完，練功的好...,加班有補休與加班費兩...
副理,鴻海精密工業股份有限公司,2020.02.11,全職,臺北,,,,,,,平常心,偶爾加班,8 hr,10,0,福利很棒，上下班穩定...,不適合設計師的地方，...
採購,鴻海精密工業股份有限公司,2020.02.09,全職,臺北,,,,,,,有苦說不出,偶爾加班,10 hr,4,0,工作壓力算滿大，幾乎...,要進來前，心態需要放...
台灣夏普 客服專員,鴻海精密工業股份有限公司,2020.02.06,全職,新北,,,,,,,有苦說不出,常常加班,8 hr,1,0,人員工作內容制度混亂...,公司福利完善，環境良...
專案工程師（機構）,鴻海精密工業股份有限公司,2020.02.06,全職,新北,,,,,,,平常心,很少加班,9 hr,5,0,Server tea...,適合穩定規律上下班的...
韌體工程師,鴻海精密工業股份有限公司,2020.02.05,全職,新北,,,,,,,有苦說不出,常常加班,9 hr,6,0,土城 有便利商店 伺...,有關係最好 沒關係靠...
人資專員,鴻海精密工業股份有限公司,2020.02.05,全職,新北,,,,,,,想換工作了,偶爾加班,10 hr,1,0,工作繁雜，福利就是有...,是一個可以快速提升自...
管理師,鴻海精密工業股份有限公司,2020.02.05,全職,臺北,,,,,,,有苦說不出,常常加班,10 hr,1,0,每個禮拜六都自願來加...,"如果能來 就好好待
..."
機構工程師,鴻海精密工業股份有限公司,2020.02.05,全職,新北,,,,,,,平常心,很少加班,9 hr,1,0,忙不忙要看事業體，賽...,升遷機會不太多，薪水...
資深工程師,鴻海精密工業股份有限公司,2020.02.04,全職,新北,,,,,,,有苦說不出,偶爾加班,10 hr,12,0,CNSBG算賺錢~~...,當兵的心態來工作就好...
企劃工程師,鴻海精密工業股份有限公司,2020.02.03,全職,新北,,,,,,,有苦說不出,偶爾加班,9 hr,3,0,福利待遇真的不錯  ...,很看學歷  然後會不...
工程師,鴻海精密工業股份有限公司,2020.01.30,全職,臺北,,,,,,,有苦說不出,常常加班,8 hr,1,0,那時候工作蠻常加班到...,希望要有能夠面對職場...
工程師,鴻海精密工業股份有限公司,2020.01.23,全職,新北,,,,,,,有苦說不出,很少加班,9 hr,1,0,"現在都已經沒有股票
...","選對賺錢的事業群
出..."
工程師,鴻海精密工業股份有限公司,2020.01.21,全職,新北,,,,,,,有苦說不出,常常加班,10 hr,3,0,工作內容還算尚可 只...,進來請多多學習 遇到...
工程師,鴻海精密工業股份有限公司,2020.01.21,全職,新北,,,,,,,平常心,準時上下班,8 hr,2,0,長期派駐深圳龍華，負...,作為第一份工作的話，...
工程師,鴻海精密工業股份有限公司,2020.01.19,全職,新竹,,,,,,,還算愉快,偶爾加班,10 hr,1,0,需耐得住高工時、高壓...,新人可來練功，未來可...
韌體工程師,鴻海精密工業股份有限公司,2020.01.18,全職,新北,,,,,,,平常心,偶爾加班,8 hr,1,0,讀IC廠提供的spe...,"薪水不算高,土城生活..."
師4,鴻海精密工業股份有限公司,2020.01.17,全職,新北,,,,,,,還算愉快,很少加班,9 hr,5,0,"薪水沒想像中高
要待...","流程繁瑣的公司
出差..."
資深工程師,鴻海精密工業股份有限公司,2020.01.17,全職,新北,,,,,,,平常心,偶爾加班,9 hr,8,0,有員工餐廳，吃飯公司...,公作環境還可以，如果...
工業設計師,鴻海精密工業股份有限公司,2020.01.09,全職,新北,,,,,,,想換工作了,很少加班,8 hr,5,0,設備外觀設計與空間設...,安穩的工作，留在台灣...
工程師,鴻海精密工業股份有限公司,2020.01.04,全職,新竹,,,,,,,平常心,常常加班,10 hr,1,0,相機的機構設計 要能...,公司福利不多 建議有...
ME,鴻海精密工業股份有限公司,2020.01.03,全職,新北,,,,,,,想換工作了,賣肝拼經濟,12 hr,1,0,很操，而且ㄧ定要選對...,好的事業單位讓你上天...
工程經理,鴻海精密工業股份有限公司,2020.01.01,全職,新北,,,,,,,平常心,常常加班,12 hr,16,0,工廠工作內容，主要看...,年輕人可以勇於嘗試看...
工程師,鴻海精密工業股份有限公司,2019.12.29,全職,新竹,,,,,,,平常心,偶爾加班,12 hr,1,0,1.工作前2年福利大...,新鮮人剛進來會非常操...
研發工程師,鴻海精密工業股份有限公司,2019.12.29,全職,新北,,,,,,,平常心,準時上下班,8 hr,2,0,目前的我的部門算是燒...,因為鴻海集團實在太大...
工程師,鴻海精密工業股份有限公司,2019.12.28,全職,新北,,,,,,,平常心,很少加班,9 hr,8,0,外派待遇好一些，環境...,缺錢可選擇外派。喜好...
工程師,鴻海精密工業股份有限公司,2019.12.27,全職,臺北,,,,,,,有苦說不出,賣肝拼經濟,12 hr,3,0,工作項目：內部系統開...,在公司學會如何吵架。...
師4,鴻海精密工業股份有限公司,2019.12.26,全職,新竹,,,,,,,想換工作了,常常加班,9 hr,5,0,經常加班 工時篇長 ...,不推薦新人直接進來 ...
製造部,鴻海精密工業股份有限公司,2019.12.24,全職,臺北,,,,,,,還算愉快,常常加班,8 hr,2,0,"建議考慮清楚再來,畢...","大家說的都是真的,練..."
資深工程師,鴻海精密工業股份有限公司,2019.12.23,全職,新竹,,,,,,,平常心,偶爾加班,9 hr,5,0,印表機的事業群 已經...,鴻海還有很多好事業單...
硬體工程師,鴻海精密工業股份有限公司,2019.12.21,全職,新北,,,,,,,平常心,偶爾加班,10 hr,8,0,福利不錯，平常心，體...,可以學習到很多，不錯...
硬體工程師EE,鴻海精密工業股份有限公司,2019.12.18,全職,新北,,,,,,,想換工作了,賣肝拼經濟,12 hr,2,0,名符其實的血汗工廠 ...,除了賺錢的事業群可以...
韌體工程師,鴻海精密工業股份有限公司,2019.12.15,全職,新北,,,,,,,平常心,偶爾加班,9 hr,1,0,使用C語言，對於手機...,學長姐們人都不錯，會...
師四工程師,鴻海精密工業股份有限公司,2019.12.12,全職,新北,,,,,,,平常心,很少加班,9 hr,5,0,注意：固定薪資其實大...,"優點：
@薪資福利以..."
軟體工程師,鴻海精密工業股份有限公司,2019.12.10,全職,新竹,,,,,,,平常心,很少加班,9 hr,1,0,主管同事相處很好，很...,鴻海其實目前組織分類...
硬體設計工程師,鴻海精密工業股份有限公司,2019.12.10,全職,新北,,,,,,,平常心,偶爾加班,10 hr,5,0,案子流程不趕，都是知...,"內部規定較刻板..
..."
工程師,鴻海精密工業股份有限公司,2019.12.07,全職,新北,,,,,,,有苦說不出,偶爾加班,9 hr,3,0,1. 看單位看主管，...,"1. 慎選好單位
2..."
資深專理,鴻海精密工業股份有限公司,2019.12.07,全職,新北,,,,,,,有苦說不出,常常加班,12 hr,1,0,專案很多 工作時間長...,公司派系多 要知道如...
機構,鴻海精密工業股份有限公司,2019.12.05,全職,新北,,,,,,,有苦說不出,偶爾加班,9 hr,1,0,"果凍就是省
什麼都省...","以薪水來說可以試試
..."
工程師,鴻海精密工業股份有限公司,2019.12.05,全職,臺北,,,,,,,有苦說不出,常常加班,9 hr,5,0,時程很緊常為了敢時程...,想練功的可以來快速增...
硬體研發工程師,鴻海精密工業股份有限公司,2019.12.03,全職,新北,,,,,,,平常心,偶爾加班,9 hr,1,0,鴻海底下的子公司，產...,面試的時候不論HR還...
工程師,鴻海精密工業股份有限公司,2019.12.01,全職,新北,,,,,,,平常心,偶爾加班,10 hr,3,0,主要是負責產品測試驗...,後來因為組織劃分的關...
研發工程師,鴻海精密工業股份有限公司,2019.11.30,全職,新北,,,,,,,平常心,偶爾加班,9 hr,4,0,集團太大，各單位產品...,如果你剛畢業，離家近...
Engineer,鴻海精密工業股份有限公司,2019.11.30,全職,高雄,,,,,,,還算愉快,很少加班,9 hr,6,0,高雄鴻海環境跟一般認...,若是想回高雄的人 這...
資深軟體工程師,鴻海精密工業股份有限公司,2019.11.28,全職,新北,,,,,,,平常心,偶爾加班,9 hr,9,0,試用期3個月後會調薪...,年薪:約60000 ...
工程師,鴻海精密工業股份有限公司,2019.11.28,全職,高雄,,,,,,,平常心,偶爾加班,9 hr,1,0,每個事業群比較像獨立...,對新鮮人來說，起薪算...
專理,鴻海精密工業股份有限公司,2019.11.28,全職,新北,,,,,,,有苦說不出,偶爾加班,10 hr,15,0,"工作很吃部門和單位,...",適合剛入社會的新鮮人...
工程師,鴻海精密工業股份有限公司,2019.11.28,全職,新北,,,,,,,平常心,偶爾加班,8 hr,2,0,公司沒有想像中的薪水...,可以來沒，不要希望太...
Senior Engineer,鴻海精密工業股份有限公司,2019.11.27,全職,新竹,,,,,,,平常心,常常加班,11 hr,6,0,任務導向，老闆交代的...,加班應該算是常常，但...
PM,鴻海精密工業股份有限公司,2019.11.27,全職,臺北,,,,,,,有苦說不出,常常加班,10 hr,1,0,外派獎金好 可以存很...,部門主管風氣真的會影...
工程師,鴻海精密工業股份有限公司,2019.11.25,全職,臺北,,,,,,,平常心,偶爾加班,9 hr,4,0,工作很彈性因為在印度...,印度津貼每天美金55...
軟體工程師,鴻海精密工業股份有限公司,2019.11.22,全職,新北,,,,,,,還算愉快,偶爾加班,10 hr,3,0,"工作項目
驅動程式撰...",需要通過英文基本能力...
AI工程師,鴻海精密工業股份有限公司,2019.11.22,全職,高雄,,,,,,,還算愉快,很少加班,9 hr,1,0,接外包的相關專案、用...,整體來說工作氣氛不錯...
經理,鴻海精密工業股份有限公司,2019.11.21,全職,臺北,,,,,,,有苦說不出,偶爾加班,10 hr,16,0,"工廠式管理方式, 如...",非常注重年資，後輩進...
工程師,鴻海精密工業股份有限公司,2019.11.20,全職,新竹,,,,,,,平常心,偶爾加班,9 hr,14,0,ee工程師，電路設計...,要跟對老闆，ee在這...
生管人員,鴻海精密工業股份有限公司,2019.11.19,全職,雲林,,,,,,,還算愉快,偶爾加班,8 hr,3,0,同事相處融洽，公司環...,起薪偏低，但待久時機...
工程師,鴻海精密工業股份有限公司,2019.11.15,全職,新北,,,,,,,有苦說不出,偶爾加班,9 hr,2,0,CNSBG部門，工作...,底薪太低加薪慢，只靠...
RD,鴻海精密工業股份有限公司,2019.11.15,全職,新北,,,,,,,平常心,常常加班,13 hr,3,0,演好演滿，但現狀已不...,部門差異很大，外介評...
副課長,鴻海精密工業股份有限公司,2019.11.14,全職,新北,,,,,,,還算愉快,偶爾加班,8 hr,5,0,工作還不錯，但需要負...,調適心情，保持樂觀心...
PM,鴻海精密工業股份有限公司,2019.11.13,全職,新北,,,,,,,平常心,偶爾加班,9 hr,6,0,project ma...,long worki...
工程師,鴻海精密工業股份有限公司,2019.11.06,全職,新北,,,,,,,有苦說不出,常常加班,10 hr,1,0,環境其實不怎麼優，廠...,公司調薪政策不明，會...
採購,鴻海精密工業股份有限公司,2019.11.05,全職,新北,,,,,,,有苦說不出,準時上下班,8 hr,2,0,常駐深圳龍華，負責管...,由於是做apple產...
工程師,鴻海精密工業股份有限公司,2019.11.03,全職,高雄,,,,,,,還算愉快,準時上下班,8 hr,4,0,"接案為主 氣氛自由
...",新鮮人可來 想在高雄...
資深工程師,鴻海精密工業股份有限公司,2019.10.30,全職,新竹,,,,,,,平常心,偶爾加班,10 hr,8,0,老板滿強的! 可以學...,要耐操，工作氛圍單調...
工程師,鴻海精密工業股份有限公司,2019.10.24,全職,臺北,,,,,,,平常心,很少加班,9 hr,1,0,這是10年前剛畢業的...,因為剛畢業，老闆也很...
專案工程師,鴻海精密工業股份有限公司,2019.10.22,全職,新北,,,,,,,想換工作了,很少加班,8 hr,10,0,部門方向改變卻還有同...,要到鴻海建議年底來，...
前端工程師,鴻海精密工業股份有限公司,2019.10.21,全職,高雄,,,,,,,有苦說不出,賣肝拼經濟,8 hr,2,0,面試前端工程師，但是...,軟體部門不用常出差，...
資深專理,鴻海精密工業股份有限公司,2019.10.19,全職,新竹,,,,,,,有苦說不出,常常加班,9 hr,10,0,"賺錢單位,壓力不輕,...","可以來學習,可以看到..."
專案工程師,鴻海精密工業股份有限公司,2019.10.16,全職,新北,,,,,,,平常心,偶爾加班,8 hr,5,0,1.工作、辦公環境好...,1.與國際大廠接觸機...
工程師,鴻海精密工業股份有限公司,2019.10.16,全職,新北,,,,,,,平常心,很少加班,10 hr,2,0,福利不錯，報告很多，...,公司很大，對上管理很...
專案工程師,鴻海精密工業股份有限公司,2019.10.15,全職,新竹,,,,,,,平常心,很少加班,8 hr,4,0,"機構設計
高級健檢 ...","新鮮人不建議
有點年..."
工程師,鴻海精密工業股份有限公司,2019.10.15,全職,新北,,,,,,,想換工作了,賣肝拼經濟,16 hr,3,0,"出差中國
一到六上班...",請選擇有營收的事業群...
資深專員,鴻海精密工業股份有限公司,2019.10.13,全職,臺北,,,,,,,平常心,偶爾加班,9 hr,5,0,公司穩定 薪資福利好...,新鮮人練功好地方 入...
小主管,鴻海精密工業股份有限公司,2019.10.09,全職,臺北,,,,,,,平常心,偶爾加班,9 hr,2,0,工作壓力大，負責管理...,願意努力付出就有機會...
工程師,鴻海精密工業股份有限公司,2019.10.09,全職,新北,,,,,,,平常心,常常加班,13 hr,6,0,公司大，人多種，事情...,建議多充實經驗，準備...
PM,鴻海精密工業股份有限公司,2019.10.09,全職,桃園,,,,,,,平常心,常常加班,12 hr,2,0,"派駐幹部缺, 地點在...",家庭沒有顧慮的話可以...
資深工程師,鴻海精密工業股份有限公司,2019.10.08,全職,新北,,,,,,,有苦說不出,常常加班,10 hr,9,0,多充實自己，累積多點...,跟對主管很重要，事情...
PM,鴻海精密工業股份有限公司,2019.10.08,全職,新北,,,,,,,平常心,常常加班,10 hr,4,0,有時加班，可以學到東...,新人可以來學習，畢竟...
資深工程師,鴻海精密工業股份有限公司,2019.10.07,全職,新北,,,,,,,平常心,偶爾加班,10 hr,13,0,客戶都是 Tier ...,公司制度較官僚，缺乏...
